log time,GPS hour,GPS minute,GPS seconds,GPS latitude,GPS longitude,GPS angle,GPS speed,exterior temperature,interior temperature,BMP pressure (mb),BMP pressure (inHG),BMP altitude,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z,
2706000,15,51,4,3311.5532,11205.5830,4300.20,132.30,31.45,-127.00,6.31,nan,nan,nan,836,66,1.26,1.07,10.15,-0.09,0.54,-0.38,49.59,29.05,163.68,
2709000,15,51,6,3311.5415,11205.5673,4306.70,132.10,31.16,-127.00,6.25,nan,nan,nan,730,50,1.31,1.12,10.69,-0.10,0.49,-0.38,52.57,26.14,160.34,
2712000,15,51,8,3311.5297,11205.5517,4313.20,130.71,31.10,-127.00,6.25,nan,nan,nan,795,60,1.37,1.11,10.69,-0.12,0.45,-0.39,54.31,24.46,157.02,
2715000,15,51,10,3311.5185,11205.5351,4319.60,129.67,30.95,-127.00,6.19,nan,nan,nan,872,71,1.35,1.14,10.92,-0.10,0.33,-0.36,58.93,19.00,157.05,
2718000,15,51,12,3311.5075,11205.5195,4326.20,128.89,30.41,-127.00,6.19,nan,nan,nan,1047,98,1.28,1.19,10.77,-0.07,0.28,-0.36,58.70,11.33,159.40,
2721000,15,51,14,3311.4968,11205.5039,4333.10,129.05,30.12,-127.00,6.13,nan,nan,nan,891,74,1.19,1.18,10.35,-0.05,0.26,-0.35,58.84,8.94,162.98,
2724000,15,51,16,3311.4863,11205.4882,4340.30,128.90,29.90,-127.00,6.06,nan,nan,nan,754,53,1.19,1.18,10.33,-0.05,0.28,-0.35,58.92,11.73,165.89,
2727000,15,51,18,3311.4760,11205.4726,4347.60,128.78,29.52,-127.00,6.06,nan,nan,nan,545,22,1.17,1.17,10.00,-0.06,0.29,-0.36,58.57,12.60,168.59,
2730000,15,51,20,3311.4658,11205.4580,4355.00,129.11,29.34,-127.00,6.00,nan,nan,nan,708,46,1.05,1.17,9.61,-0.06,0.28,-0.35,56.81,16.83,169.44,
2733000,15,51,22,3311.4555,11205.4423,4362.70,128.29,29.34,-127.00,6.00,nan,nan,nan,1231,126,1.07,1.17,9.98,-0.05,0.28,-0.36,53.22,20.66,169.19,
2736000,15,51,24,3311.4455,11205.4267,4370.50,127.51,29.18,-127.00,5.94,nan,nan,nan,808,62,1.02,1.12,9.87,-0.09,0.32,-0.38,56.96,20.94,167.64,
2739000,15,51,26,3311.4353,11205.4111,4378.10,127.93,29.04,-127.00,5.94,nan,nan,nan,800,60,1.10,1.12,10.00,-0.11,0.35,-0.39,55.08,20.19,166.79,
2742000,15,51,28,3311.4252,11205.3964,4385.80,127.58,29.89,-127.00,5.88,nan,nan,nan,1184,119,1.13,1.09,10.11,-0.09,0.34,-0.37,52.31,19.22,165.93,
2745000,15,51,30,3311.4147,11205.3798,4393.80,126.35,31.33,-127.00,5.88,nan,nan,nan,915,78,1.12,1.11,10.11,-0.05,0.29,-0.37,58.87,17.03,163.84,
2748000,15,51,32,3311.4040,11205.3623,4401.50,127.49,32.01,-127.00,5.81,nan,nan,nan,555,23,1.22,1.20,10.46,-0.06,0.30,-0.36,58.56,11.59,165.39,
2751000,15,51,34,3311.3928,11205.3457,4409.50,129.14,31.59,-127.00,5.75,nan,nan,nan,545,22,1.37,1.24,10.68,-0.07,0.30,-0.37,61.56,10.20,166.80,
2754000,15,51,36,3311.3818,11205.3291,4417.70,127.54,32.21,-127.00,5.75,nan,nan,nan,660,39,1.21,1.14,10.56,-0.05,0.33,-0.37,66.21,9.73,166.60,
2757000,15,51,38,3311.3706,11205.3115,4426.40,127.64,33.51,-127.00,5.69,nan,nan,nan,882,73,1.29,1.08,10.67,-0.08,0.35,-0.39,64.81,8.06,169.71,
2760000,15,51,40,3311.3588,11205.2939,4434.70,129.38,33.56,-127.00,5.69,nan,nan,nan,935,81,1.21,1.16,10.41,-0.09,0.34,-0.39,64.62,10.68,170.36,
2763000,15,51,42,3311.3469,11205.2773,4442.80,128.80,33.21,-127.00,5.63,nan,nan,nan,972,87,1.17,1.18,10.43,-0.08,0.36,-0.38,62.97,15.65,172.17,
2766000,15,51,44,3311.3354,11205.2587,4451.10,127.86,34.38,-127.00,5.63,nan,nan,nan,1083,104,1.15,1.16,10.49,-0.09,0.41,-0.40,62.73,18.95,173.25,
2769000,15,51,46,3311.3234,11205.2402,4458.70,128.44,34.97,-127.00,5.56,nan,nan,nan,983,88,1.12,1.18,10.31,-0.09,0.49,-0.39,62.18,23.70,172.17,
2772000,15,51,48,3311.3112,11205.2226,4466.20,129.56,34.14,-127.00,5.56,nan,nan,nan,1128,110,1.12,1.16,10.21,-0.07,0.49,-0.38,55.16,29.62,169.02,
2775000,15,51,50,3311.2993,11205.2050,4473.20,129.43,33.82,-127.00,5.56,nan,nan,nan,882,73,1.12,1.11,10.01,-0.07,0.47,-0.40,56.25,28.00,163.49,
2778000,15,51,52,3311.2868,11205.1875,4480.20,131.50,34.88,-127.00,5.50,nan,nan,nan,961,85,1.30,1.12,10.24,-0.10,0.40,-0.39,57.29,20.14,160.36,
2781000,15,51,54,3311.2736,11205.1708,4486.30,133.97,33.70,-127.00,5.44,nan,nan,nan,891,74,1.23,1.22,10.35,-0.12,0.38,-0.38,59.54,15.02,159.88,
2784000,15,51,56,3311.2609,11205.1542,4492.70,132.38,32.17,-127.00,5.44,nan,nan,nan,555,23,1.26,1.19,10.47,-0.08,0.36,-0.37,59.93,9.63,161.93,
2787000,15,51,58,3311.2492,11205.1386,4499.80,130.35,32.71,-127.00,5.44,nan,nan,nan,505,15,1.20,1.17,10.24,-0.08,0.37,-0.38,57.21,3.04,168.89,
2790000,15,52,0,3311.2373,11205.1220,4507.80,131.15,33.46,-127.00,5.38,nan,nan,nan,1083,104,1.17,1.22,10.34,-0.10,0.37,-0.38,58.73,3.21,174.31,
2793000,15,52,2,3311.2250,11205.1054,4515.80,131.74,32.58,-127.00,5.38,nan,nan,nan,821,64,1.13,1.26,10.52,-0.11,0.43,-0.38,61.56,9.10,174.48,
2796000,15,52,4,3311.2131,11205.0888,4523.70,131.15,31.86,-127.00,5.31,nan,nan,nan,905,76,1.12,1.19,10.28,-0.09,0.44,-0.38,65.05,14.25,174.41,
2799000,15,52,6,3311.2014,11205.0732,4531.40,131.30,32.30,-127.00,5.31,nan,nan,nan,1458,161,1.14,1.25,10.61,-0.07,0.52,-0.39,65.27,18.09,174.70,
2802000,15,52,8,3311.1892,11205.0566,4539.60,132.18,32.53,-127.00,5.25,nan,nan,nan,1090,105,1.10,1.24,10.63,-0.05,0.58,-0.38,63.42,27.14,171.53,
2805000,15,52,10,3311.1772,11205.0410,4547.70,131.72,31.70,-127.00,5.25,nan,nan,nan,836,66,1.11,1.11,10.14,0.00,0.60,-0.39,58.27,30.66,166.59,
2808000,15,52,12,3311.1657,11205.0244,4555.30,129.47,31.69,-127.00,5.19,nan,nan,nan,633,35,1.14,1.12,10.36,0.02,0.60,-0.37,59.21,26.13,161.20,
2811000,15,52,14,3311.1545,11205.0078,4562.70,129.01,32.10,-127.00,5.19,nan,nan,nan,694,44,1.22,1.16,10.35,-0.05,0.56,-0.40,60.94,18.22,161.22,
2814000,15,52,16,3311.1433,11204.9912,4570.60,129.67,32.82,-127.00,5.13,nan,nan,nan,1201,122,1.21,1.15,10.34,-0.08,0.55,-0.39,60.68,9.32,162.93,
2817000,15,52,18,3311.1315,11204.9746,4576.30,128.87,33.54,-127.00,5.13,nan,nan,nan,754,53,1.22,1.16,10.43,-0.10,0.54,-0.40,60.36,6.77,166.75,
2820000,15,52,20,3311.1201,11204.9570,4582.80,128.12,33.35,-127.00,5.06,nan,nan,nan,872,71,1.23,1.14,10.61,-0.08,0.58,-0.40,61.76,7.05,171.18,
2823000,15,52,22,3311.1086,11204.9394,4589.80,128.29,33.36,-127.00,5.06,nan,nan,nan,895,75,1.07,1.16,10.88,-0.04,0.61,-0.38,62.87,14.25,173.74,
2826000,15,52,24,3311.0974,11204.9228,4597.50,128.39,33.08,-127.00,5.06,nan,nan,nan,1474,163,1.24,1.21,10.98,-0.01,0.61,-0.38,63.52,23.46,170.33,
2829000,15,52,26,3311.0859,11204.9052,4604.70,128.13,33.42,-127.00,5.06,nan,nan,nan,981,88,1.24,1.12,10.46,0.02,0.59,-0.39,59.75,30.19,167.48,
2832000,15,52,28,3311.0744,11204.8867,4611.80,128.55,33.87,-127.00,5.00,nan,nan,nan,539,21,1.23,1.20,10.52,0.05,0.60,-0.39,56.90,28.62,163.80,
2835000,15,52,30,3311.0625,11204.8691,4616.30,129.73,34.54,-127.00,4.94,nan,nan,nan,650,38,1.20,1.15,10.21,0.04,0.62,-0.37,54.78,26.00,161.11,
2838000,15,52,32,3311.0500,11204.8515,4623.40,130.57,33.68,-127.00,4.94,nan,nan,nan,1012,93,1.25,1.16,10.23,-0.07,0.56,-0.38,59.16,16.46,159.47,
2841000,15,52,34,3311.0378,11204.8349,4630.90,130.33,33.97,-127.00,4.94,nan,nan,nan,800,60,1.25,1.16,10.22,-0.09,0.54,-0.39,56.59,7.25,163.26,
2844000,15,52,36,3311.0258,11204.8173,4638.80,130.44,33.76,-127.00,4.88,nan,nan,nan,905,76,1.24,1.13,10.20,-0.09,0.54,-0.38,55.73,4.88,167.95,
2847000,15,52,38,3311.0136,11204.8007,4645.90,131.32,33.70,-127.00,4.88,nan,nan,nan,1060,100,1.16,1.15,10.11,-0.10,0.53,-0.40,57.67,4.87,170.83,
2850000,15,52,40,3311.0014,11204.7841,4653.60,131.43,33.43,-127.00,4.81,nan,nan,nan,800,60,1.17,1.17,10.24,-0.06,0.58,-0.38,59.50,5.30,174.51,
2853000,15,52,42,3310.9892,11204.7675,4662.10,131.61,33.46,-127.00,4.81,nan,nan,nan,905,76,1.12,1.21,10.32,-0.06,0.58,-0.39,64.28,7.39,175.51,
2856000,15,52,44,3310.9768,11204.7509,4671.30,132.74,32.88,-127.00,4.75,nan,nan,nan,1047,98,1.15,1.18,10.33,0.00,0.62,-0.38,68.68,18.65,174.34,
2859000,15,52,46,3310.9645,11204.7343,4680.20,133.09,33.01,-127.00,4.75,nan,nan,nan,1376,148,1.11,1.22,10.39,0.12,0.62,-0.37,64.61,26.50,175.54,
2862000,15,52,48,3310.9523,11204.7187,4688.70,132.39,33.18,-127.00,4.69,nan,nan,nan,940,82,1.17,1.23,10.56,0.22,0.59,-0.33,63.82,34.04,169.30,
2865000,15,52,50,3310.9399,11204.7031,4695.50,133.73,33.17,-127.00,4.69,nan,nan,nan,836,66,1.25,1.22,10.56,0.21,0.59,-0.33,60.04,35.61,163.42,
2868000,15,52,52,3310.9272,11204.6875,4702.80,134.63,32.82,-127.00,4.63,nan,nan,nan,772,56,1.18,1.16,10.24,0.19,0.61,-0.33,60.52,31.11,159.22,
2871000,15,52,54,3310.9145,11204.6718,4710.60,134.99,33.02,-127.00,4.56,nan,nan,nan,700,45,1.23,1.19,10.40,0.16,0.63,-0.35,63.51,20.80,158.64,
2874000,15,52,56,3310.9016,11204.6562,4718.50,135.03,33.42,-127.00,4.56,nan,nan,nan,500,15,1.21,1.21,10.23,0.16,0.66,-0.34,64.89,13.70,160.09,
2877000,15,52,58,3310.8884,11204.6416,4724.20,135.22,33.52,-127.00,4.50,nan,nan,nan,763,55,1.25,1.24,10.43,0.11,0.68,-0.33,63.95,7.00,164.99,
2880000,15,53,0,3310.8754,11204.6259,4730.60,134.68,33.57,-127.00,4.44,nan,nan,nan,905,76,1.19,1.25,10.49,0.15,0.68,-0.32,66.55,2.94,170.68,
2883000,15,53,2,3310.8623,11204.6103,4738.20,134.79,33.91,-127.00,4.50,nan,nan,nan,1224,125,1.18,1.30,10.58,0.22,0.64,-0.28,69.90,7.24,173.24,
2886000,15,53,4,3310.8488,11204.5937,4747.20,134.58,34.58,-127.00,4.44,nan,nan,nan,815,63,1.15,1.23,10.73,0.31,0.57,-0.26,76.07,16.69,174.27,
2889000,15,53,6,3310.8356,11204.5781,4755.50,134.57,34.65,-127.00,4.38,nan,nan,nan,959,85,1.17,1.22,10.68,0.36,0.44,-0.24,72.50,27.75,174.41,
2892000,15,53,8,3310.8225,11204.5615,4764.40,132.82,35.00,-127.00,4.38,nan,nan,nan,1074,102,1.14,1.24,10.68,0.35,0.37,-0.24,67.59,37.35,169.84,
2895000,15,53,10,3310.8095,11204.5439,4772.80,132.03,35.24,-127.00,4.31,nan,nan,nan,1128,110,1.19,1.24,10.49,0.34,0.30,-0.24,65.97,39.24,163.55,
2898000,15,53,12,3310.7968,11204.5273,4780.60,130.33,33.93,-127.00,4.31,nan,nan,nan,1285,134,1.24,1.20,10.58,0.35,0.31,-0.23,65.35,31.97,159.54,
2901000,15,53,14,3310.7841,11204.5107,4786.90,130.84,33.88,-127.00,4.25,nan,nan,nan,959,85,1.29,1.23,10.70,0.34,0.35,-0.25,69.60,20.36,161.07,
2904000,15,53,16,3310.7714,11204.4941,4794.70,132.78,33.36,-127.00,4.19,nan,nan,nan,848,68,1.26,1.18,10.67,0.35,0.41,-0.24,72.29,13.27,162.32,
2907000,15,53,18,3310.7585,11204.4785,4802.60,135.28,32.91,-127.00,4.19,nan,nan,nan,645,37,1.21,1.19,10.47,0.33,0.35,-0.23,68.05,12.48,167.23,
2910000,15,53,20,3310.7453,11204.4628,4808.30,135.03,33.37,-127.00,4.13,nan,nan,nan,778,57,1.21,1.20,10.71,0.34,0.35,-0.24,68.79,11.06,168.10,
2913000,15,53,22,3310.7321,11204.4472,4816.60,134.32,33.33,-127.00,4.13,nan,nan,nan,902,76,1.19,1.24,10.61,0.32,0.31,-0.25,70.92,14.49,169.97,
2916000,15,53,24,3310.7189,11204.4316,4824.40,134.50,33.35,-127.00,4.13,nan,nan,nan,1198,121,1.15,1.18,10.53,0.30,0.25,-0.25,67.23,22.37,170.79,
2919000,15,53,26,3310.7058,11204.4160,4831.20,134.55,33.72,-127.00,4.06,nan,nan,nan,774,56,1.17,1.23,10.62,0.23,0.18,-0.27,68.18,28.66,169.95,
2922000,15,53,28,3310.6928,11204.4003,4838.80,133.45,33.39,-127.00,4.06,nan,nan,nan,848,68,1.21,1.20,10.49,0.23,0.20,-0.23,67.01,32.13,167.92,
2925000,15,53,30,3310.6799,11204.3847,4847.10,133.26,33.30,-127.00,4.00,nan,nan,nan,1056,99,1.23,1.21,10.55,0.13,0.14,-0.27,63.95,34.36,163.76,
2928000,15,53,32,3310.6669,11204.3681,4853.20,133.17,34.12,-127.00,3.94,nan,nan,nan,987,89,1.26,1.24,10.52,0.17,0.16,-0.25,67.69,29.48,161.30,
2931000,15,53,34,3310.6538,11204.3525,4859.50,133.66,33.82,-127.00,3.94,nan,nan,nan,752,53,1.25,1.22,10.52,0.21,0.18,-0.25,68.47,23.90,161.63,
2934000,15,53,36,3310.6408,11204.3359,4867.20,133.64,33.53,-127.00,3.88,nan,nan,nan,870,71,1.27,1.27,10.66,0.20,0.19,-0.27,68.64,15.19,165.67,
2937000,15,53,38,3310.6276,11204.3203,4875.30,133.24,33.39,-127.00,3.88,nan,nan,nan,1153,114,1.25,1.26,10.55,0.18,0.19,-0.29,67.99,10.32,164.74,
2940000,15,53,40,3310.6149,11204.3037,4883.20,132.53,33.70,-127.00,3.81,nan,nan,nan,935,81,1.21,1.24,10.72,0.18,0.21,-0.30,67.71,7.62,168.70,
2943000,15,53,42,3310.6020,11204.2880,4891.50,133.02,33.98,-127.00,3.81,nan,nan,nan,870,71,1.20,1.20,10.62,0.15,0.21,-0.31,67.20,9.27,173.50,
2946000,15,53,44,3310.5886,11204.2714,4899.40,134.54,34.75,-127.00,3.75,nan,nan,nan,949,83,1.18,1.25,10.60,0.13,0.18,-0.30,68.59,18.19,175.08,
2949000,15,53,46,3310.5747,11204.2548,4908.00,135.11,35.24,-127.00,3.75,nan,nan,nan,761,54,1.15,1.25,10.85,-0.00,0.22,-0.34,69.89,29.40,173.50,
2952000,15,53,48,3310.5605,11204.2382,4916.20,134.89,35.19,-127.00,3.69,nan,nan,nan,690,44,1.14,1.19,10.55,-0.07,0.28,-0.36,63.99,37.78,168.81,
2955000,15,53,50,3310.5463,11204.2216,4924.40,135.13,36.20,-127.00,3.63,nan,nan,nan,987,89,1.14,1.14,10.22,-0.09,0.27,-0.36,60.29,33.18,164.67,
2958000,15,53,52,3310.5317,11204.2041,4930.20,135.41,36.80,-127.00,3.63,nan,nan,nan,700,45,1.19,1.16,10.48,-0.09,0.28,-0.38,67.18,31.07,157.96,
2961000,15,53,54,3310.5168,11204.1865,4938.90,135.37,36.77,-127.00,3.56,nan,nan,nan,572,26,1.22,1.17,10.42,-0.04,0.29,-0.38,66.52,21.97,158.16,
2964000,15,53,56,3310.5017,11204.1699,4947.30,136.62,36.82,-127.00,3.50,nan,nan,nan,560,24,1.26,1.16,10.37,-0.01,0.26,-0.37,66.81,7.79,160.45,
2967000,15,53,58,3310.4863,11204.1523,4955.60,137.90,38.06,-127.00,3.50,nan,nan,nan,572,26,1.19,1.19,10.45,0.02,0.23,-0.35,65.39,4.12,165.76,
2970000,15,54,0,3310.4707,11204.1357,4964.40,137.84,37.34,-127.00,3.44,nan,nan,nan,668,40,1.21,1.18,10.38,-0.03,0.30,-0.39,66.61,6.10,170.41,
2973000,15,54,2,3310.4550,11204.1181,4973.60,137.46,37.37,-127.00,3.44,nan,nan,nan,498,14,1.19,1.19,10.34,-0.02,0.31,-0.39,67.30,11.89,175.04,
2976000,15,54,4,3310.4394,11204.1015,4982.00,139.32,37.90,-127.00,3.38,nan,nan,nan,638,36,1.15,1.17,10.24,-0.08,0.33,-0.37,66.81,21.53,175.79,
2979000,15,54,6,3310.4230,11204.0849,4990.70,139.88,37.54,-127.00,3.38,nan,nan,nan,540,21,1.19,1.35,10.36,-0.09,0.42,-0.39,66.76,35.54,170.28,
2982000,15,54,8,3310.4072,11204.0683,4999.00,138.84,36.77,-127.00,3.31,nan,nan,nan,480,12,1.12,1.17,9.85,-0.05,0.46,-0.41,62.70,37.76,165.48,
2985000,15,54,10,3310.3913,11204.0517,5006.80,140.16,37.30,-127.00,3.31,nan,nan,nan,891,74,1.28,1.24,10.40,-0.08,0.46,-0.40,62.59,33.59,158.46,
2988000,15,54,12,3310.3750,11204.0361,5014.00,141.24,37.81,-127.00,3.25,nan,nan,nan,466,10,1.30,1.19,10.43,-0.11,0.41,-0.39,62.86,29.57,155.74,
2991000,15,54,14,3310.3583,11204.0205,5020.70,141.39,36.89,-127.00,3.25,nan,nan,nan,540,21,1.29,1.19,10.10,-0.08,0.33,-0.37,62.35,21.12,156.65,
2994000,15,54,16,3310.3425,11204.0048,5027.80,140.68,36.68,-127.00,3.19,nan,nan,nan,482,12,1.27,1.21,10.58,-0.05,0.33,-0.38,64.01,7.18,161.78,
2997000,15,54,18,3310.3266,11203.9892,5035.40,140.13,36.92,-127.00,3.13,nan,nan,nan,466,10,1.28,1.23,10.68,-0.04,0.27,-0.36,64.32,2.81,166.04,
3000000,15,54,20,3310.3107,11203.9736,5043.90,140.75,36.33,-127.00,3.13,nan,nan,nan,566,25,1.24,1.28,10.66,-0.06,0.32,-0.37,64.70,3.26,173.11,
3003000,15,54,22,3310.2951,11203.9580,5052.20,140.71,35.95,-127.00,3.13,nan,nan,nan,744,52,1.18,1.25,10.59,-0.09,0.37,-0.38,65.48,9.40,175.94,
3006000,15,54,24,3310.2795,11203.9433,5060.70,140.53,36.06,-127.00,3.06,nan,nan,nan,728,49,1.18,1.35,10.63,-0.10,0.40,-0.38,66.82,18.35,176.92,
3009000,15,54,26,3310.2639,11203.9277,5068.60,141.09,35.59,-127.00,3.06,nan,nan,nan,728,49,1.19,1.36,10.82,-0.11,0.41,-0.38,66.95,27.96,170.16,
3012000,15,54,28,3310.2485,11203.9130,5076.10,141.01,35.22,-127.00,3.00,nan,nan,nan,872,71,1.26,1.24,10.71,-0.10,0.46,-0.40,60.51,30.61,165.23,
3015000,15,54,30,3310.2331,11203.8974,5083.00,140.28,35.46,-127.00,3.00,nan,nan,nan,806,61,1.21,1.21,10.33,-0.08,0.49,-0.39,58.42,25.20,161.16,
3018000,15,54,32,3310.2177,11203.8828,5090.20,140.52,35.53,-127.00,2.94,nan,nan,nan,611,32,1.26,1.21,10.44,-0.10,0.44,-0.40,59.78,19.53,158.93,
3021000,15,54,34,3310.2023,11203.8671,5097.40,140.89,35.51,-127.00,2.88,nan,nan,nan,589,28,1.26,1.30,10.52,-0.11,0.42,-0.40,54.68,12.98,162.38,
3024000,15,54,36,3310.1870,11203.8525,5104.90,140.70,35.47,-127.00,2.81,nan,nan,nan,536,20,1.21,1.23,10.32,-0.10,0.39,-0.38,59.52,9.45,164.86,
3027000,15,54,38,3310.1716,11203.8369,5112.60,140.92,35.89,-127.00,2.81,nan,nan,nan,540,21,1.18,1.28,10.35,-0.11,0.39,-0.39,57.02,10.65,168.34,
3030000,15,54,40,3310.1560,11203.8222,5120.40,141.12,35.62,-127.00,2.81,nan,nan,nan,518,17,1.17,1.29,10.48,-0.10,0.38,-0.38,59.20,15.44,170.26,
3033000,15,54,42,3310.1408,11203.8076,5128.80,140.65,35.30,-127.00,2.75,nan,nan,nan,498,14,1.13,1.24,10.20,-0.09,0.42,-0.39,58.03,21.94,171.01,
3036000,15,54,44,3310.1254,11203.7919,5136.20,140.99,35.48,-127.00,2.75,nan,nan,nan,498,14,1.16,1.25,10.45,-0.11,0.45,-0.40,61.29,27.94,167.19,
3039000,15,54,46,3310.1101,11203.7773,5143.30,141.14,35.18,-127.00,2.69,nan,nan,nan,560,24,1.16,1.24,10.54,-0.11,0.46,-0.39,54.91,29.09,163.79,
3042000,15,54,48,3310.0949,11203.7626,5148.70,140.20,34.39,-127.00,2.63,nan,nan,nan,882,73,1.15,1.19,10.29,-0.11,0.44,-0.39,56.05,28.85,157.59,
3045000,15,54,50,3310.0800,11203.7470,5155.40,139.64,34.42,-127.00,2.56,nan,nan,nan,466,10,1.24,1.20,10.42,-0.10,0.39,-0.39,56.34,22.46,155.37,
3048000,15,54,52,3310.0651,11203.7324,5160.60,139.92,34.79,-127.00,2.50,nan,nan,nan,498,14,1.29,1.31,10.73,-0.08,0.30,-0.37,57.26,15.03,157.88,
3051000,15,54,54,3310.0502,11203.7177,5167.40,140.49,33.89,-127.00,2.50,nan,nan,nan,508,16,1.24,1.31,10.53,-0.07,0.30,-0.37,58.00,13.48,163.62,
3054000,15,54,56,3310.0358,11203.7041,5174.70,140.38,33.80,-127.00,2.44,nan,nan,nan,480,12,1.27,1.27,10.83,-0.03,0.27,-0.37,60.78,13.39,168.13,
3057000,15,54,58,3310.0209,11203.6894,5181.80,140.50,35.01,-127.00,2.38,nan,nan,nan,508,16,1.27,1.28,10.83,-0.05,0.27,-0.34,62.62,14.32,169.08,
3060000,15,55,0,3310.0056,11203.6738,5189.20,140.69,34.96,-127.00,2.38,nan,nan,nan,586,28,1.32,1.37,10.96,-0.06,0.26,-0.35,67.95,18.58,166.12,
3063000,15,55,2,3309.9907,11203.6601,5197.00,140.92,33.50,-127.00,2.31,nan,nan,nan,617,33,1.34,1.35,11.04,-0.07,0.28,-0.36,62.21,23.60,166.85,
3066000,15,55,4,3309.9760,11203.6455,5204.40,140.53,34.02,-127.00,2.31,nan,nan,nan,602,30,1.26,1.23,10.56,-0.09,0.29,-0.36,62.76,27.30,162.82,
3069000,15,55,6,3309.9611,11203.6308,5212.00,139.61,34.27,-127.00,2.25,nan,nan,nan,602,30,1.28,1.29,10.76,-0.06,0.22,-0.34,63.97,26.08,159.96,
3072000,15,55,8,3309.9465,11203.6162,5219.80,139.30,33.04,-127.00,2.19,nan,nan,nan,627,34,1.36,1.37,10.97,-0.04,0.23,-0.35,60.80,22.03,161.15,
3075000,15,55,10,3309.9326,11203.6015,5227.00,139.02,33.21,-127.00,2.19,nan,nan,nan,611,32,1.22,1.26,10.53,0.00,0.21,-0.33,59.77,21.56,162.29,
3078000,15,55,12,3309.9182,11203.5869,5234.00,138.26,34.70,-127.00,2.13,nan,nan,nan,508,16,1.30,1.29,10.76,-0.02,0.21,-0.34,61.37,16.69,162.42,
3081000,15,55,14,3309.9035,11203.5712,5241.40,138.76,34.15,-127.00,2.06,nan,nan,nan,477,11,1.30,1.29,10.76,0.08,0.19,-0.32,61.17,11.21,165.10,
3084000,15,55,16,3309.8891,11203.5566,5248.60,138.63,34.13,-127.00,2.06,nan,nan,nan,475,11,1.23,1.28,10.53,0.02,0.22,-0.34,59.51,14.68,166.33,
3087000,15,55,18,3309.8747,11203.5410,5256.20,138.13,35.09,-127.00,2.00,nan,nan,nan,487,13,1.22,1.25,10.50,0.10,0.19,-0.32,58.16,11.52,167.35,
3090000,15,55,20,3309.8601,11203.5253,5264.10,138.44,34.75,-127.00,1.94,nan,nan,nan,627,34,1.07,1.27,10.16,0.04,0.21,-0.33,59.79,13.01,167.97,
3093000,15,55,22,3309.8457,11203.5107,5272.10,138.19,34.03,-127.00,1.94,nan,nan,nan,793,59,1.09,1.25,10.12,0.05,0.21,-0.33,56.58,15.07,170.21,
3096000,15,55,24,3309.8315,11203.4951,5280.10,137.07,34.56,-127.00,1.88,nan,nan,nan,905,76,1.05,1.17,10.07,-0.01,0.23,-0.34,59.11,21.67,170.71,
3099000,15,55,26,3309.8173,11203.4794,5287.70,137.66,34.27,-127.00,1.88,nan,nan,nan,599,30,1.06,1.21,10.10,-0.02,0.23,-0.36,58.68,23.23,168.84,
3102000,15,55,28,3309.8032,11203.4638,5294.60,138.49,33.38,-127.00,1.81,nan,nan,nan,524,18,1.12,1.21,10.36,-0.03,0.21,-0.35,59.86,28.17,165.59,
3105000,15,55,30,3309.7893,11203.4492,5299.90,138.72,33.05,-127.00,1.75,nan,nan,nan,624,34,1.17,1.23,10.32,-0.04,0.23,-0.35,55.73,27.10,162.58,
3108000,15,55,32,3309.7753,11203.4345,5306.90,138.02,33.14,-127.00,1.69,nan,nan,nan,575,26,1.20,1.24,10.51,-0.03,0.23,-0.36,57.78,25.17,160.06,
3111000,15,55,34,3309.7612,11203.4189,5313.90,138.47,33.45,-127.00,1.69,nan,nan,nan,637,36,1.31,1.30,10.84,0.03,0.21,-0.34,60.97,16.76,160.58,
3114000,15,55,36,3309.7473,11203.4052,5321.40,140.00,32.92,-127.00,1.63,nan,nan,nan,602,30,1.32,1.29,10.74,0.05,0.21,-0.33,61.05,11.82,164.20,
3117000,15,55,38,3309.7329,11203.3906,5329.60,139.64,33.53,-127.00,1.56,nan,nan,nan,400,0,1.33,1.32,10.96,0.10,0.21,-0.33,65.21,8.60,165.77,
3120000,15,55,40,3309.7182,11203.3759,5337.60,140.58,33.57,-127.00,1.56,nan,nan,nan,589,28,1.32,1.30,11.01,0.07,0.23,-0.33,64.86,5.43,168.21,
3123000,15,55,42,3309.7036,11203.3623,5346.30,141.52,33.98,-127.00,1.50,nan,nan,nan,702,46,1.29,1.27,10.90,0.08,0.21,-0.34,65.97,1.40,171.56,
3126000,15,55,44,3309.6884,11203.3486,5354.60,141.72,34.18,-127.00,1.44,nan,nan,nan,972,87,1.29,1.30,10.84,0.06,0.22,-0.33,68.56,5.84,173.08,
3129000,15,55,46,3309.6735,11203.3339,5363.30,141.08,34.53,-127.00,1.37,nan,nan,nan,1095,105,1.24,1.25,10.81,0.02,0.23,-0.33,68.89,12.88,174.80,
3132000,15,55,48,3309.6584,11203.3193,5370.40,140.79,34.75,-127.00,1.31,nan,nan,nan,972,87,1.13,1.21,10.59,-0.08,0.31,-0.36,68.71,23.18,176.18,
3135000,15,55,50,3309.6433,11203.3046,5378.70,140.68,34.58,-127.00,1.31,nan,nan,nan,927,80,1.13,1.19,10.51,-0.10,0.35,-0.37,64.17,32.57,173.97,
